8.58288,-11.243988,24.102275999999996,31.898400000000002,-6.0,-18.9,30.299999999999997
12.832560282037061,-9.450029412095311,22.296161880134246,22.60270521896011,-6.0,-17.4,30.299999999999997
13.075389315597366,-9.345862278935362,22.185392655090258,22.30654575795523,-5.7,-17.4,30.75
13.463583488241602,-9.207023314796166,22.013497628450416,21.83401712972631,-5.25,-15.899999999999999,30.299999999999997
13.19586033296377,-9.312714054616771,22.124559948558453,22.132048948433223,-6.1499999999999995,-16.95,30.15
12.54162419499608,-9.589340894000559,22.394441037837325,22.836793651000086,-7.35,-18.0,30.599999999999998
12.961041678426138,-9.441005683687774,22.203586562171626,22.324363568798983,-6.1499999999999995,-16.2,30.9
12.790820576367619,-9.49250638799862,22.284548020886763,22.51569682467568,-6.8999999999999995,-15.45,31.65
12.913281260247523,-9.447815771427894,22.222535361458036,22.36896094265411,-6.0,-16.349999999999998,31.799999999999997
13.014538353365941,-9.410153134125522,22.18186438991424,22.251986142221778,-6.45,-16.65,30.0
13.116075329489917,-9.37629877733033,22.141081000431075,22.135908414375585,-6.45,-15.899999999999999,30.0
13.370309664367758,-9.28106316206352,22.0188363398318,21.826966567635694,-5.1,-16.2,30.9
12.487175596806763,-9.632189556903118,22.4548247854178,22.770935492897866,-7.05,-17.4,32.1
12.75009932749632,-9.549221435150741,22.340293560244874,22.462122108442315,-6.8999999999999995,-15.75,30.9
12.641709887771828,-9.591191716654574,22.390373153004187,22.58697566890209,-6.75,-17.099999999999998,31.349999999999998
12.864066148986243,-9.493686169372465,22.288047904473274,22.31537528730627,-5.85,-17.7,30.9
12.937488226983103,-9.469527656488061,22.251897090040703,22.229205332282675,-6.1499999999999995,-15.75,31.65
12.704521642959623,-9.553220519470452,22.350947755293404,22.488300520883072,-7.05,-16.65,30.75
13.077215562183838,-9.423506165022744,22.143735416109678,22.01756319775291,-5.1,-15.75,32.25
12.202892850825723,-9.745654060157303,22.608403674850727,22.95995573744861,-7.35,-16.95,33.0
12.408021827795418,-9.664101216946797,22.518463112069547,22.71533004570534,-7.05,-17.4,31.049999999999997
12.745652418014666,-9.545192025858855,22.352330847667147,22.302064539202398,-6.1499999999999995,-16.2,31.65
12.675594715363031,-9.572764544839552,22.385169326730267,22.383459605750836,-6.45,-17.099999999999998,31.349999999999998
12.396045289514891,-9.665292859971041,22.499372779403362,22.689056750462232,-7.8,-16.349999999999998,30.75
12.774321481860248,-9.559060606180743,22.326113551713465,22.23724007679859,-6.6,-15.0,31.2
